version,algorithm,category,share_pct,repetitions
AllHints,symm,slowdown,45.0,20
AllHints,symm,speedup_over,15.0,20
AllHints,symm,speedup_under,0.0,20
AllHints,syr2k,invalid_algorithm,0.0,20
AllHints,syr2k,invalid_code,25.0,20
AllHints,syr2k,slowdown,55.00000000000001,20
AllHints,syr2k,speedup_over,20.0,20
AllHints,syr2k,speedup_under,0.0,20
AllHints,syrk,invalid_algorithm,10.0,20
AllHints,syrk,invalid_code,15.0,20
AllHints,syrk,slowdown,60.0,20
AllHints,syrk,speedup_over,0.0,20
AllHints,syrk,speedup_under,15.0,20
AllHints,trisolv,invalid_algorithm,0.0,20
AllHints,trisolv,invalid_code,35.0,20
AllHints,trisolv,slowdown,25.0,20
AllHints,trisolv,speedup_over,25.0,20
AllHints,trisolv,speedup_under,15.0,20
AllHints,trmm,invalid_algorithm,10.0,20
AllHints,trmm,invalid_code,25.0,20
AllHints,trmm,slowdown,35.0,20
AllHints,trmm,speedup_over,30.0,20
AllHints,trmm,speedup_under,0.0,20
ChooseHints,2mm,invalid_algorithm,20.0,20
ChooseHints,2mm,invalid_code,5.0,20
ChooseHints,2mm,slowdown,50.0,20
ChooseHints,2mm,speedup_over,25.0,20
ChooseHints,2mm,speedup_under,0.0,20
ChooseHints,3mm,invalid_algorithm,10.0,20
ChooseHints,3mm,invalid_code,25.0,20
ChooseHints,3mm,slowdown,40.0,20
ChooseHints,3mm,speedup_over,25.0,20
ChooseHints,3mm,speedup_under,0.0,20
ChooseHints,adi,invalid_algorithm,5.0,20
ChooseHints,adi,invalid_code,15.0,20
ChooseHints,adi,slowdown,75.0,20
ChooseHints,adi,speedup_over,5.0,20
ChooseHints,adi,speedup_under,0.0,20
ChooseHints,atax,invalid_algorithm,0.0,20
ChooseHints,atax,invalid_code,25.0,20
ChooseHints,atax,slowdown,55.00000000000001,20
ChooseHints,atax,speedup_over,20.0,20
ChooseHints,atax,speedup_under,0.0,20
ChooseHints,bicg,invalid_algorithm,0.0,20
ChooseHints,bicg,invalid_code,30.0,20
ChooseHints,bicg,slowdown,30.0,20
ChooseHints,bicg,speedup_over,40.0,20
ChooseHints,bicg,speedup_under,0.0,20
ChooseHints,cholesky,invalid_algorithm,0.0,20
ChooseHints,cholesky,invalid_code,60.0,20
ChooseHints,cholesky,slowdown,20.0,20
ChooseHints,cholesky,speedup_over,0.0,20
ChooseHints,cholesky,speedup_under,20.0,20
ChooseHints,correlation,invalid_algorithm,0.0,20
ChooseHints,correlation,invalid_code,30.0,20
ChooseHints,correlation,slowdown,40.0,20
ChooseHints,correlation,speedup_over,20.0,20
ChooseHints,correlation,speedup_under,10.0,20
ChooseHints,covariance,invalid_algorithm,0.0,20
ChooseHints,covariance,invalid_code,25.0,20
ChooseHints,covariance,slowdown,25.0,20
ChooseHints,covariance,speedup_over,50.0,20
ChooseHints,covariance,speedup_under,0.0,20
ChooseHints,deriche,invalid_algorithm,0.0,20
ChooseHints,deriche,invalid_code,35.0,20
ChooseHints,deriche,slowdown,55.00000000000001,20
ChooseHints,deriche,speedup_over,10.0,20
ChooseHints,deriche,speedup_under,0.0,20
ChooseHints,doitgen,invalid_algorithm,20.0,20
ChooseHints,doitgen,invalid_code,10.0,20
ChooseHints,doitgen,slowdown,35.0,20
ChooseHints,doitgen,speedup_over,35.0,20
ChooseHints,doitgen,speedup_under,0.0,20
ChooseHints,durbin,invalid_algorithm,0.0,20
ChooseHints,durbin,invalid_code,30.0,20
ChooseHints,durbin,slowdown,15.0,20
ChooseHints,durbin,speedup_over,45.0,20
ChooseHints,durbin,speedup_under,10.0,20
ChooseHints,fdtd-2d,invalid_algorithm,5.0,20
ChooseHints,fdtd-2d,invalid_code,55.00000000000001,20
ChooseHints,fdtd-2d,slowdown,40.0,20
ChooseHints,fdtd-2d,speedup_over,0.0,20
ChooseHints,fdtd-2d,speedup_under,0.0,20
ChooseHints,floyd-warshall,invalid_algorithm,10.0,20
ChooseHints,floyd-warshall,invalid_code,20.0,20
ChooseHints,floyd-warshall,slowdown,50.0,20
ChooseHints,floyd-warshall,speedup_over,20.0,20
ChooseHints,floyd-warshall,speedup_under,0.0,20
ChooseHints,gemm,invalid_algorithm,0.0,20
ChooseHints,gemm,invalid_code,35.0,20
ChooseHints,gemm,slowdown,40.0,20
ChooseHints,gemm,speedup_over,0.0,20
ChooseHints,gemm,speedup_under,25.0,20
ChooseHints,gemver,invalid_algorithm,0.0,20
ChooseHints,gemver,invalid_code,40.0,20
ChooseHints,gemver,slowdown,40.0,20
ChooseHints,gemver,speedup_over,20.0,20
ChooseHints,gemver,speedup_under,0.0,20
ChooseHints,gesummv,invalid_algorithm,0.0,20
ChooseHints,gesummv,invalid_code,30.0,20
ChooseHints,gesummv,slowdown,60.0,20
ChooseHints,gesummv,speedup_over,10.0,20
ChooseHints,gesummv,speedup_under,0.0,20
ChooseHints,gramschmidt,invalid_algorithm,0.0,20
ChooseHints,gramschmidt,invalid_code,90.0,20
ChooseHints,gramschmidt,slowdown,0.0,20
ChooseHints,gramschmidt,speedup_over,10.0,20
ChooseHints,gramschmidt,speedup_under,0.0,20
ChooseHints,heat-3d,invalid_algorithm,0.0,20
ChooseHints,heat-3d,invalid_code,15.0,20
ChooseHints,heat-3d,slowdown,80.0,20
ChooseHints,heat-3d,speedup_over,0.0,20
ChooseHints,heat-3d,speedup_under,5.0,20
ChooseHints,jacobi-1d,invalid_algorithm,5.0,20
ChooseHints,jacobi-1d,invalid_code,25.0,20
ChooseHints,jacobi-1d,slowdown,65.0,20
ChooseHints,jacobi-1d,speedup_over,0.0,20
ChooseHints,jacobi-1d,speedup_under,5.0,20
ChooseHints,jacobi-2d,invalid_algorithm,20.0,20
ChooseHints,jacobi-2d,invalid_code,15.0,20
ChooseHints,jacobi-2d,slowdown,60.0,20
ChooseHints,jacobi-2d,speedup_over,0.0,20
ChooseHints,jacobi-2d,speedup_under,5.0,20
ChooseHints,lu,invalid_algorithm,0.0,20
ChooseHints,lu,invalid_code,25.0,20
ChooseHints,lu,slowdown,30.0,20
ChooseHints,lu,speedup_over,35.0,20
ChooseHints,lu,speedup_under,10.0,20
ChooseHints,ludcmp,invalid_algorithm,0.0,20
ChooseHints,ludcmp,invalid_code,30.0,20
ChooseHints,ludcmp,slowdown,50.0,20
ChooseHints,ludcmp,speedup_over,10.0,20
ChooseHints,ludcmp,speedup_under,10.0,20
ChooseHints,mvt,invalid_algorithm,0.0,20
ChooseHints,mvt,invalid_code,25.0,20
ChooseHints,mvt,slowdown,40.0,20
ChooseHints,mvt,speedup_over,30.0,20
ChooseHints,mvt,speedup_under,5.0,20
ChooseHints,nussinov,invalid_algorithm,5.0,20
ChooseHints,nussinov,invalid_code,45.0,20
ChooseHints,nussinov,slowdown,45.0,20
ChooseHints,nussinov,speedup_over,5.0,20
ChooseHints,nussinov,speedup_under,0.0,20
ChooseHints,seidel-2d,invalid_algorithm,5.0,20
ChooseHints,seidel-2d,invalid_code,40.0,20
ChooseHints,seidel-2d,slowdown,15.0,20
ChooseHints,seidel-2d,speedup_over,30.0,20
ChooseHints,seidel-2d,speedup_under,10.0,20
ChooseHints,symm,invalid_algorithm,10.0,20
ChooseHints,symm,invalid_code,30.0,20
ChooseHints,symm,slowdown,35.0,20
ChooseHints,symm,speedup_over,25.0,20
ChooseHints,symm,speedup_under,0.0,20
ChooseHints,syr2k,invalid_algorithm,5.0,20
ChooseHints,syr2k,invalid_code,30.0,20
ChooseHints,syr2k,slowdown,40.0,20
ChooseHints,syr2k,speedup_over,20.0,20
ChooseHints,syr2k,speedup_under,5.0,20
ChooseHints,syrk,invalid_algorithm,15.0,20
ChooseHints,syrk,invalid_code,20.0,20
ChooseHints,syrk,slowdown,50.0,20
ChooseHints,syrk,speedup_over,0.0,20
ChooseHints,syrk,speedup_under,15.0,20
ChooseHints,trisolv,invalid_algorithm,0.0,20
ChooseHints,trisolv,invalid_code,40.0,20
ChooseHints,trisolv,slowdown,30.0,20
ChooseHints,trisolv,speedup_over,30.0,20
ChooseHints,trisolv,speedup_under,0.0,20
ChooseHints,trmm,invalid_algorithm,0.0,20
ChooseHints,trmm,invalid_code,40.0,20
ChooseHints,trmm,slowdown,10.0,20
ChooseHints,trmm,speedup_over,50.0,20
ChooseHints,trmm,speedup_under,0.0,20
FromPlan,2mm,invalid_algorithm,15.0,20
FromPlan,2mm,invalid_code,25.0,20
FromPlan,2mm,slowdown,20.0,20
FromPlan,2mm,speedup_over,35.0,20
FromPlan,2mm,speedup_under,5.0,20
FromPlan,3mm,invalid_algorithm,5.0,20
FromPlan,3mm,invalid_code,30.0,20
FromPlan,3mm,slowdown,20.0,20
FromPlan,3mm,speedup_over,35.0,20
FromPlan,3mm,speedup_under,10.0,20
FromPlan,adi,invalid_algorithm,0.0,20
FromPlan,adi,invalid_code,35.0,20
FromPlan,adi,slowdown,20.0,20
FromPlan,adi,speedup_over,40.0,20
FromPlan,adi,speedup_under,5.0,20
FromPlan,atax,invalid_algorithm,0.0,20
FromPlan,atax,invalid_code,55.00000000000001,20
FromPlan,atax,slowdown,25.0,20
FromPlan,atax,speedup_over,20.0,20
FromPlan,atax,speedup_under,0.0,20
FromPlan,bicg,invalid_algorithm,0.0,20
FromPlan,bicg,invalid_code,50.0,20
FromPlan,bicg,slowdown,30.0,20
FromPlan,bicg,speedup_over,20.0,20
FromPlan,bicg,speedup_under,0.0,20
FromPlan,cholesky,invalid_algorithm,0.0,20
FromPlan,cholesky,invalid_code,55.00000000000001,20
FromPlan,cholesky,slowdown,20.0,20
FromPlan,cholesky,speedup_over,5.0,20
FromPlan,cholesky,speedup_under,20.0,20
FromPlan,correlation,invalid_algorithm,0.0,20
FromPlan,correlation,invalid_code,35.0,20
FromPlan,correlation,slowdown,0.0,20
FromPlan,correlation,speedup_over,65.0,20
FromPlan,correlation,speedup_under,0.0,20
FromPlan,covariance,invalid_algorithm,0.0,20
FromPlan,covariance,invalid_code,35.0,20
FromPlan,covariance,slowdown,0.0,20
FromPlan,covariance,speedup_over,60.0,20
FromPlan,covariance,speedup_under,5.0,20
FromPlan,deriche,invalid_algorithm,0.0,20
FromPlan,deriche,invalid_code,30.0,20
FromPlan,deriche,slowdown,25.0,20
FromPlan,deriche,speedup_over,45.0,20
FromPlan,deriche,speedup_under,0.0,20
FromPlan,doitgen,invalid_algorithm,5.0,20
FromPlan,doitgen,invalid_code,30.0,20
FromPlan,doitgen,slowdown,0.0,20
FromPlan,doitgen,speedup_over,65.0,20
FromPlan,doitgen,speedup_under,0.0,20
FromPlan,durbin,invalid_algorithm,0.0,20
FromPlan,durbin,invalid_code,35.0,20
FromPlan,durbin,slowdown,10.0,20
FromPlan,durbin,speedup_over,55.00000000000001,20
FromPlan,durbin,speedup_under,0.0,20
FromPlan,fdtd-2d,invalid_algorithm,5.0,20
FromPlan,fdtd-2d,invalid_code,45.0,20
FromPlan,fdtd-2d,slowdown,30.0,20
FromPlan,fdtd-2d,speedup_over,15.0,20
FromPlan,fdtd-2d,speedup_under,5.0,20
FromPlan,floyd-warshall,invalid_algorithm,30.0,20
FromPlan,floyd-warshall,invalid_code,0.0,20
FromPlan,floyd-warshall,slowdown,25.0,20
FromPlan,floyd-warshall,speedup_over,45.0,20
FromPlan,floyd-warshall,speedup_under,0.0,20
FromPlan,gemm,invalid_algorithm,0.0,20
FromPlan,gemm,invalid_code,20.0,20
FromPlan,gemm,slowdown,65.0,20
FromPlan,gemm,speedup_over,5.0,20
FromPlan,gemm,speedup_under,10.0,20
FromPlan,gemver,invalid_algorithm,0.0,20
FromPlan,gemver,invalid_code,50.0,20
FromPlan,gemver,slowdown,20.0,20
FromPlan,gemver,speedup_over,30.0,20
FromPlan,gemver,speedup_under,0.0,20
FromPlan,gesummv,invalid_algorithm,5.0,20
FromPlan,gesummv,invalid_code,40.0,20
FromPlan,gesummv,slowdown,40.0,20
FromPlan,gesummv,speedup_over,15.0,20
FromPlan,gesummv,speedup_under,0.0,20
FromPlan,gramschmidt,invalid_algorithm,0.0,20
FromPlan,gramschmidt,invalid_code,100.0,20
FromPlan,gramschmidt,slowdown,0.0,20
FromPlan,gramschmidt,speedup_over,0.0,20
FromPlan,gramschmidt,speedup_under,0.0,20
FromPlan,heat-3d,invalid_algorithm,5.0,20
FromPlan,heat-3d,invalid_code,30.0,20
FromPlan,heat-3d,slowdown,60.0,20
FromPlan,heat-3d,speedup_over,0.0,20
FromPlan,heat-3d,speedup_under,5.0,20
FromPlan,jacobi-1d,invalid_algorithm,10.0,20
FromPlan,jacobi-1d,invalid_code,30.0,20
FromPlan,jacobi-1d,slowdown,55.00000000000001,20
FromPlan,jacobi-1d,speedup_over,0.0,20
FromPlan,jacobi-1d,speedup_under,5.0,20
FromPlan,jacobi-2d,invalid_algorithm,25.0,20
FromPlan,jacobi-2d,invalid_code,25.0,20
FromPlan,jacobi-2d,slowdown,40.0,20
FromPlan,jacobi-2d,speedup_over,0.0,20
FromPlan,jacobi-2d,speedup_under,10.0,20
FromPlan,lu,invalid_algorithm,0.0,20
FromPlan,lu,invalid_code,40.0,20
FromPlan,lu,slowdown,20.0,20
FromPlan,lu,speedup_over,40.0,20
FromPlan,lu,speedup_under,0.0,20
FromPlan,ludcmp,invalid_algorithm,0.0,20
FromPlan,ludcmp,invalid_code,55.00000000000001,20
FromPlan,ludcmp,slowdown,5.0,20
FromPlan,ludcmp,speedup_over,20.0,20
FromPlan,ludcmp,speedup_under,20.0,20
FromPlan,mvt,invalid_algorithm,0.0,20
FromPlan,mvt,invalid_code,30.0,20
FromPlan,mvt,slowdown,20.0,20
FromPlan,mvt,speedup_over,40.0,20
FromPlan,mvt,speedup_under,10.0,20
FromPlan,nussinov,invalid_algorithm,0.0,20
FromPlan,nussinov,invalid_code,70.0,20
FromPlan,nussinov,slowdown,15.0,20
FromPlan,nussinov,speedup_over,15.0,20
FromPlan,nussinov,speedup_under,0.0,20
FromPlan,seidel-2d,invalid_algorithm,0.0,20
FromPlan,seidel-2d,invalid_code,45.0,20
FromPlan,seidel-2d,slowdown,20.0,20
FromPlan,seidel-2d,speedup_over,30.0,20
FromPlan,seidel-2d,speedup_under,5.0,20
FromPlan,symm,invalid_algorithm,0.0,20
FromPlan,symm,invalid_code,30.0,20
FromPlan,symm,slowdown,20.0,20
FromPlan,symm,speedup_over,50.0,20
FromPlan,symm,speedup_under,0.0,20
FromPlan,syr2k,invalid_algorithm,5.0,20
FromPlan,syr2k,invalid_code,30.0,20
FromPlan,syr2k,slowdown,40.0,20
FromPlan,syr2k,speedup_over,25.0,20
FromPlan,syr2k,speedup_under,0.0,20
FromPlan,syrk,invalid_algorithm,0.0,20
FromPlan,syrk,invalid_code,40.0,20
FromPlan,syrk,slowdown,30.0,20
FromPlan,syrk,speedup_over,10.0,20
FromPlan,syrk,speedup_under,20.0,20
FromPlan,trisolv,invalid_algorithm,0.0,20
FromPlan,trisolv,invalid_code,30.0,20
FromPlan,trisolv,slowdown,40.0,20
FromPlan,trisolv,speedup_over,25.0,20
FromPlan,trisolv,speedup_under,5.0,20
FromPlan,trmm,invalid_algorithm,0.0,20
FromPlan,trmm,invalid_code,45.0,20
FromPlan,trmm,slowdown,25.0,20
FromPlan,trmm,speedup_over,30.0,20
FromPlan,trmm,speedup_under,0.0,20
Naive,2mm,invalid_algorithm,15.0,20
Naive,2mm,invalid_code,20.0,20
Naive,2mm,slowdown,15.0,20
Naive,2mm,speedup_over,45.0,20
Naive,2mm,speedup_under,5.0,20
Naive,3mm,invalid_algorithm,15.0,20
Naive,3mm,invalid_code,10.0,20
Naive,3mm,slowdown,20.0,20
Naive,3mm,speedup_over,55.00000000000001,20
Naive,3mm,speedup_under,0.0,20
Naive,adi,invalid_algorithm,5.0,20
Naive,adi,invalid_code,30.0,20
Naive,adi,slowdown,40.0,20
Naive,adi,speedup_over,20.0,20
Naive,adi,speedup_under,5.0,20
Naive,atax,invalid_algorithm,0.0,20
Naive,atax,invalid_code,45.0,20
Naive,atax,slowdown,10.0,20
Naive,atax,speedup_over,40.0,20
Naive,atax,speedup_under,5.0,20
Naive,bicg,invalid_algorithm,10.0,20
Naive,bicg,invalid_code,15.0,20
Naive,bicg,slowdown,20.0,20
Naive,bicg,speedup_over,55.00000000000001,20
Naive,bicg,speedup_under,0.0,20
Naive,cholesky,invalid_algorithm,5.0,20
Naive,cholesky,invalid_code,45.0,20
Naive,cholesky,slowdown,25.0,20
Naive,cholesky,speedup_over,0.0,20
Naive,cholesky,speedup_under,25.0,20
Naive,correlation,invalid_algorithm,20.0,20
Naive,correlation,invalid_code,15.0,20
Naive,correlation,slowdown,15.0,20
Naive,correlation,speedup_over,50.0,20
Naive,correlation,speedup_under,0.0,20
Naive,covariance,invalid_algorithm,5.0,20
Naive,covariance,invalid_code,20.0,20
Naive,covariance,slowdown,25.0,20
Naive,covariance,speedup_over,50.0,20
Naive,covariance,speedup_under,0.0,20
Naive,deriche,invalid_algorithm,0.0,20
Naive,deriche,invalid_code,45.0,20
Naive,deriche,slowdown,15.0,20
Naive,deriche,speedup_over,30.0,20
Naive,deriche,speedup_under,10.0,20
Naive,doitgen,invalid_algorithm,20.0,20
Naive,doitgen,invalid_code,10.0,20
Naive,doitgen,slowdown,15.0,20
Naive,doitgen,speedup_over,55.00000000000001,20
Naive,doitgen,speedup_under,0.0,20
Naive,durbin,invalid_algorithm,0.0,20
Naive,durbin,invalid_code,40.0,20
Naive,durbin,slowdown,10.0,20
Naive,durbin,speedup_over,45.0,20
Naive,durbin,speedup_under,5.0,20
Naive,fdtd-2d,invalid_algorithm,5.0,20
Naive,fdtd-2d,invalid_code,25.0,20
Naive,fdtd-2d,slowdown,35.0,20
Naive,fdtd-2d,speedup_over,30.0,20
Naive,fdtd-2d,speedup_under,5.0,20
Naive,floyd-warshall,invalid_algorithm,10.0,20
Naive,floyd-warshall,invalid_code,10.0,20
Naive,floyd-warshall,slowdown,30.0,20
Naive,floyd-warshall,speedup_over,50.0,20
Naive,floyd-warshall,speedup_under,0.0,20
Naive,gemm,invalid_algorithm,0.0,20
Naive,gemm,invalid_code,35.0,20
Naive,gemm,slowdown,40.0,20
Naive,gemm,speedup_over,5.0,20
Naive,gemm,speedup_under,20.0,20
Naive,gemver,invalid_algorithm,0.0,20
Naive,gemver,invalid_code,45.0,20
Naive,gemver,slowdown,5.0,20
Naive,gemver,speedup_over,50.0,20
Naive,gemver,speedup_under,0.0,20
Naive,gesummv,invalid_algorithm,0.0,20
Naive,gesummv,invalid_code,15.0,20
Naive,gesummv,slowdown,45.0,20
Naive,gesummv,speedup_over,40.0,20
Naive,gesummv,speedup_under,0.0,20
Naive,gramschmidt,invalid_algorithm,0.0,20
Naive,gramschmidt,invalid_code,95.0,20
Naive,gramschmidt,slowdown,0.0,20
Naive,gramschmidt,speedup_over,5.0,20
Naive,gramschmidt,speedup_under,0.0,20
Naive,heat-3d,invalid_algorithm,0.0,20
Naive,heat-3d,invalid_code,25.0,20
Naive,heat-3d,slowdown,75.0,20
Naive,heat-3d,speedup_over,0.0,20
Naive,heat-3d,speedup_under,0.0,20
Naive,jacobi-1d,invalid_algorithm,20.0,20
Naive,jacobi-1d,invalid_code,25.0,20
Naive,jacobi-1d,slowdown,30.0,20
Naive,jacobi-1d,speedup_over,0.0,20
Naive,jacobi-1d,speedup_under,25.0,20
Naive,jacobi-2d,invalid_algorithm,20.0,20
Naive,jacobi-2d,invalid_code,35.0,20
Naive,jacobi-2d,slowdown,35.0,20
Naive,jacobi-2d,speedup_over,0.0,20
Naive,jacobi-2d,speedup_under,10.0,20
Naive,lu,invalid_algorithm,0.0,20
Naive,lu,invalid_code,30.0,20
Naive,lu,slowdown,25.0,20
Naive,lu,speedup_over,25.0,20
Naive,lu,speedup_under,20.0,20
Naive,ludcmp,invalid_algorithm,0.0,20
Naive,ludcmp,invalid_code,35.0,20
Naive,ludcmp,slowdown,35.0,20
Naive,ludcmp,speedup_over,20.0,20
Naive,ludcmp,speedup_under,10.0,20
Naive,mvt,invalid_algorithm,0.0,20
Naive,mvt,invalid_code,25.0,20
Naive,mvt,slowdown,20.0,20
Naive,mvt,speedup_over,45.0,20
Naive,mvt,speedup_under,10.0,20
Naive,nussinov,invalid_algorithm,0.0,20
Naive,nussinov,invalid_code,70.0,20
Naive,nussinov,slowdown,5.0,20
Naive,nussinov,speedup_over,20.0,20
Naive,nussinov,speedup_under,5.0,20
Naive,seidel-2d,invalid_algorithm,15.0,20
Naive,seidel-2d,invalid_code,35.0,20
Naive,seidel-2d,slowdown,10.0,20
Naive,seidel-2d,speedup_over,30.0,20
Naive,seidel-2d,speedup_under,10.0,20
Naive,symm,invalid_algorithm,5.0,20
Naive,symm,invalid_code,30.0,20
Naive,symm,slowdown,15.0,20
Naive,symm,speedup_over,50.0,20
Naive,symm,speedup_under,0.0,20
Naive,syr2k,invalid_algorithm,10.0,20
Naive,syr2k,invalid_code,15.0,20
Naive,syr2k,slowdown,30.0,20
Naive,syr2k,speedup_over,45.0,20
Naive,syr2k,speedup_under,0.0,20
Naive,syrk,invalid_algorithm,15.0,20
Naive,syrk,invalid_code,15.0,20
Naive,syrk,slowdown,50.0,20
Naive,syrk,speedup_over,0.0,20
Naive,syrk,speedup_under,20.0,20
Naive,trisolv,invalid_algorithm,0.0,20
Naive,trisolv,invalid_code,30.0,20
Naive,trisolv,slowdown,35.0,20
Naive,trisolv,speedup_over,25.0,20
Naive,trisolv,speedup_under,10.0,20
Naive,trmm,invalid_algorithm,0.0,20
Naive,trmm,invalid_code,30.0,20
Naive,trmm,slowdown,10.0,20
Naive,trmm,speedup_over,60.0,20
Naive,trmm,speedup_under,0.0,20
